"id","study_id","sex","race","T_TOCA_breakrule","T_TOCA_harmpro","T_TOCA_breakthg","T_TOCA_takeprop","T_TOCA_fight","T_TOCA_lies","T_TOCA_yell","T_TOCA_stub","T_TOCA_teas","hs"
"PIRC1_142530","PIRC1","male","black",0,0,0,0,0,0,0,0,1,0
"PIRC1_142819","PIRC1","female","black",1,0,0,0,1,1,1,1,1,1
"PIRC1_143160","PIRC1","female","black",1,NA,0,1,1,0,0,0,0,0
"PIRC1_143240","PIRC1","female","black",1,NA,0,1,1,1,1,1,1,1
"PIRC1_143620","PIRC1","female","black",0,0,0,0,0,0,1,1,1,1
"PIRC1_144840","PIRC1","female","black",1,0,0,1,1,0,1,0,1,1
"PIRC1_145750","PIRC1","female","black",1,0,0,0,0,0,0,0,0,1
"PIRC1_146120","PIRC1","female","black",1,0,0,1,1,0,1,1,1,1
"PIRC1_146320","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_146419","PIRC1","female","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_146830","PIRC1","male","black",1,1,1,1,1,1,0,1,1,0
"PIRC1_147950","PIRC1","female","black",1,NA,1,1,1,1,1,1,1,0
"PIRC1_148819","PIRC1","female","black",1,0,0,0,1,0,1,0,0,1
"PIRC1_150020","PIRC1","male","black",1,0,0,0,1,0,1,0,0,1
"PIRC1_150430","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_150840","PIRC1","male","black",1,1,1,1,1,0,0,1,0,1
"PIRC1_151070","PIRC1","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_15130","PIRC1","female","white",0,0,0,0,0,0,0,1,1,0
"PIRC1_151920","PIRC1","male","black",1,0,1,1,1,1,1,1,1,1
"PIRC1_152020","PIRC1","male","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_152060","PIRC1","male","black",0,0,0,0,0,0,1,0,0,1
"PIRC1_152950","PIRC1","male","black",0,0,0,0,0,0,0,1,0,1
"PIRC1_153320","PIRC1","male","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_153419","PIRC1","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_153470","PIRC1","female","white",1,0,0,0,0,1,0,1,1,1
"PIRC1_154130","PIRC1","male","black",0,0,0,0,0,0,0,0,1,1
"PIRC1_154840","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_157730","PIRC1","female","black",1,1,0,0,1,1,1,1,0,1
"PIRC1_157970","PIRC1","female","white",NA,0,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_158340","PIRC1","male","white",1,0,0,1,0,0,0,0,1,1
"PIRC1_159050","PIRC1","female","black",1,1,0,1,0,1,1,1,1,1
"PIRC1_159830","PIRC1","female","black",1,0,0,0,0,0,0,1,0,1
"PIRC1_160619","PIRC1","female","black",0,0,0,0,0,0,0,1,0,0
"PIRC1_161920","PIRC1","male","white",1,NA,0,0,1,1,0,1,1,1
"PIRC1_162140","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_163040","PIRC1","female","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_163120","PIRC1","female","black",0,NA,0,0,0,0,0,1,0,1
"PIRC1_163209","PIRC1","male","black",1,1,1,1,1,0,1,1,1,0
"PIRC1_164620","PIRC1","female","black",1,NA,0,0,0,0,0,1,1,1
"PIRC1_165020","PIRC1","male","black",0,0,0,1,1,1,1,1,1,0
"PIRC1_165040","PIRC1","female","black",0,0,0,0,0,0,0,0,0,0
"PIRC1_165330","PIRC1","male","black",0,1,0,0,0,0,0,0,0,1
"PIRC1_165660","PIRC1","female","black",1,0,0,1,1,0,1,1,1,1
"PIRC1_166530","PIRC1","female","black",1,1,0,0,0,0,0,0,0,1
"PIRC1_166620","PIRC1","male","black",1,1,0,1,1,1,0,1,0,1
"PIRC1_167140","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_167619","PIRC1","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_168320","PIRC1","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_168919","PIRC1","female","white",1,1,1,1,1,1,0,1,1,1
"PIRC1_169330","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_169840","PIRC1","male","black",1,0,1,1,1,1,1,1,0,1
"PIRC1_169930","PIRC1","female","white",0,0,0,0,0,0,0,1,0,1
"PIRC1_170050","PIRC1","female","black",1,0,1,1,1,1,1,1,1,1
"PIRC1_170430","PIRC1","male","white",1,0,1,1,1,1,1,1,0,1
"PIRC1_171419","PIRC1","female","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_171660","PIRC1","female","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_171920","PIRC1","female","white",0,1,0,0,0,1,1,0,0,1
"PIRC1_172360","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_173120","PIRC1","male","black",0,1,0,0,0,0,1,1,0,0
"PIRC1_173919","PIRC1","female","black",NA,0,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_174020","PIRC1","male","black",1,0,0,1,0,1,0,1,1,0
"PIRC1_174360","PIRC1","male","black",0,0,0,0,0,1,0,1,0,1
"PIRC1_174460","PIRC1","male","black",1,0,1,1,1,1,1,1,1,1
"PIRC1_174540","PIRC1","female","black",0,0,0,1,0,1,1,1,0,1
"PIRC1_174550","PIRC1","female","black",1,0,0,0,0,0,0,1,0,1
"PIRC1_174619","PIRC1","female","black",0,0,0,0,0,0,0,0,0,0
"PIRC1_174840","PIRC1","female","white",1,0,0,1,0,0,1,1,1,1
"PIRC1_174930","PIRC1","female","white",1,0,0,1,0,0,0,1,0,1
"PIRC1_175319","PIRC1","female","black",0,0,0,0,0,0,0,0,1,1
"PIRC1_175420","PIRC1","male","black",1,NA,0,1,0,1,1,1,1,0
"PIRC1_176250","PIRC1","female","white",0,0,0,0,0,0,0,0,0,0
"PIRC1_179350","PIRC1","male","black",1,0,0,1,1,1,1,1,1,0
"PIRC1_18030","PIRC1","female","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_181350","PIRC1","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_181450","PIRC1","male","black",0,0,0,0,0,0,0,1,0,1
"PIRC1_182030","PIRC1","female","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_182640","PIRC1","female","black",1,NA,1,1,1,1,1,1,1,0
"PIRC1_183470","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_18440","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_185009","PIRC1","female","black",1,NA,1,1,1,1,1,1,1,1
"PIRC1_185630","PIRC1","female","black",1,0,0,1,0,1,1,1,1,1
"PIRC1_186540","PIRC1","male","black",1,1,0,0,0,0,0,0,1,0
"PIRC1_187320","PIRC1","female","black",0,0,0,0,0,0,0,1,0,1
"PIRC1_187350","PIRC1","female","black",NA,0,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_188009","PIRC1","male","black",0,0,1,0,0,0,0,0,0,1
"PIRC1_188020","PIRC1","female","black",1,1,0,0,0,0,1,0,0,1
"PIRC1_188750","PIRC1","male","black",1,1,1,1,1,1,0,1,1,1
"PIRC1_188950","PIRC1","female","white",NA,0,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_189450","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_189730","PIRC1","male","black",1,0,0,0,0,0,0,1,0,1
"PIRC1_19020","PIRC1","female","black",1,0,0,0,0,0,0,1,0,0
"PIRC1_190230","PIRC1","female","white",0,1,0,0,0,0,0,0,0,1
"PIRC1_191840","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_1920","PIRC1","female","black",0,NA,0,0,1,0,1,1,1,1
"PIRC1_192130","PIRC1","male","black",1,1,1,1,0,0,1,1,1,0
"PIRC1_192650","PIRC1","female","black",1,NA,0,1,0,0,1,1,0,1
"PIRC1_193260","PIRC1","female","white",0,0,0,0,0,0,0,0,0,0
"PIRC1_193320","PIRC1","female","black",1,NA,1,1,1,1,1,1,1,1
"PIRC1_19450","PIRC1","female","white",0,0,0,0,0,0,0,0,0,0
"PIRC1_19540","PIRC1","female","black",1,0,1,1,0,1,1,1,1,1
"PIRC1_195630","PIRC1","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_195730","PIRC1","female","black",0,NA,0,0,0,1,0,1,1,1
"PIRC1_195920","PIRC1","female","black",1,1,0,0,0,1,0,1,1,0
"PIRC1_195970","PIRC1","female","white",1,1,1,0,0,0,1,1,1,1
"PIRC1_196040","PIRC1","male","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_196630","PIRC1","female","white",NA,0,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_196930","PIRC1","male","black",0,1,0,0,0,0,0,1,1,1
"PIRC1_196940","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_197560","PIRC1","male","white",1,0,0,0,0,0,0,0,0,1
"PIRC1_19830","PIRC1","male","black",1,1,0,0,0,0,0,1,1,1
"PIRC1_198430","PIRC1","female","white",1,0,0,0,0,0,1,1,0,1
"PIRC1_198509","PIRC1","female","black",1,1,1,1,1,0,1,1,1,1
"PIRC1_19860","PIRC1","male","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_198830","PIRC1","male","black",0,0,0,0,0,0,0,1,0,0
"PIRC1_198840","PIRC1","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_199020","PIRC1","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_200920","PIRC1","male","black",1,0,1,1,0,1,0,0,1,1
"PIRC1_201640","PIRC1","female","white",NA,1,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_201920","PIRC1","male","black",0,0,1,0,0,0,0,1,1,0
"PIRC1_202340","PIRC1","male","black",1,0,0,0,0,0,0,0,1,1
"PIRC1_202970","PIRC1","male","black",1,0,0,1,0,0,0,1,0,1
"PIRC1_204170","PIRC1","male","white",0,0,0,0,0,0,0,0,0,0
"PIRC1_206030","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_206130","PIRC1","female","white",1,0,0,0,0,0,1,1,0,1
"PIRC1_206240","PIRC1","male","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"PIRC1_206940","PIRC1","female","black",1,0,0,0,0,0,0,0,1,1
"PIRC1_207450","PIRC1","female","white",0,0,0,0,0,0,0,1,0,1
"PIRC1_207540","PIRC1","female","white",0,0,0,0,0,1,0,1,1,1
"PIRC1_208040","PIRC1","female","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_208319","PIRC1","female","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"PIRC1_208430","PIRC1","male","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_208550","PIRC1","female","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_208909","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_209370","PIRC1","female","black",1,0,0,0,0,0,0,1,0,1
"PIRC1_209470","PIRC1","male","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_209920","PIRC1","female","black",0,1,0,0,0,0,0,0,0,1
"PIRC1_210630","PIRC1","female","black",1,0,0,0,1,1,1,1,1,1
"PIRC1_211260","PIRC1","female","black",1,1,1,1,0,0,0,1,0,1
"PIRC1_211319","PIRC1","male","black",1,0,0,1,1,0,1,1,1,0
"PIRC1_211620","PIRC1","female","white",0,0,0,0,0,0,0,1,1,1
"PIRC1_211830","PIRC1","female","black",1,1,0,0,0,1,0,1,1,1
"PIRC1_211920","PIRC1","female","black",0,0,0,0,0,0,1,0,0,1
"PIRC1_212250","PIRC1","female","black",1,0,0,1,0,1,1,0,1,0
"PIRC1_213730","PIRC1","male","black",1,0,0,1,1,0,1,1,1,1
"PIRC1_213920","PIRC1","female","white",1,1,0,0,0,1,1,1,0,1
"PIRC1_214020","PIRC1","female","white",0,0,0,0,0,0,1,0,0,1
"PIRC1_214030","PIRC1","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_214120","PIRC1","female","white",1,NA,0,0,0,0,0,0,1,0
"PIRC1_216140","PIRC1","female","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_217030","PIRC1","female","white",NA,0,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_217060","PIRC1","male","black",0,0,0,0,0,0,0,1,1,1
"PIRC1_21840","PIRC1","male","black",1,0,0,0,1,0,1,0,0,1
"PIRC1_219240","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_219420","PIRC1","female","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_219640","PIRC1","female","black",1,NA,1,1,1,1,1,1,1,0
"PIRC1_220370","PIRC1","female","white",1,1,0,0,0,0,0,1,1,1
"PIRC1_22050","PIRC1","male","black",1,NA,1,1,1,0,1,1,1,1
"PIRC1_22120","PIRC1","female","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_222020","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_222209","PIRC1","female","black",1,NA,1,1,1,1,1,1,1,1
"PIRC1_222250","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_223020","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_223320","PIRC1","male","white",1,1,0,0,1,1,0,1,1,1
"PIRC1_223840","PIRC1","male","black",0,0,0,0,0,0,0,1,1,1
"PIRC1_224470","PIRC1","male","black",0,0,0,0,0,0,0,0,0,0
"PIRC1_225270","PIRC1","female","black",1,NA,1,1,1,1,1,1,1,1
"PIRC1_225530","PIRC1","male","black",1,NA,1,1,1,1,1,1,1,1
"PIRC1_225830","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_225840","PIRC1","male","white",1,1,0,0,0,0,0,0,1,1
"PIRC1_226130","PIRC1","male","white",1,1,1,1,1,1,1,0,0,1
"PIRC1_226450","PIRC1","male","black",1,0,0,0,0,0,0,0,0,1
"PIRC1_226719","PIRC1","female","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_229650","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_230619","PIRC1","male","black",0,1,0,0,0,0,0,1,0,1
"PIRC1_230840","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_233020","PIRC1","female","black",NA,0,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_233419","PIRC1","male","black",1,0,0,0,0,1,1,1,1,1
"PIRC1_233470","PIRC1","male","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"PIRC1_234020","PIRC1","male","black",1,0,0,0,0,0,0,1,1,1
"PIRC1_234130","PIRC1","female","black",0,0,0,0,0,0,0,0,1,0
"PIRC1_234840","PIRC1","female","white",1,1,1,0,1,1,1,1,0,1
"PIRC1_235840","PIRC1","male","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_236450","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_237040","PIRC1","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_238219","PIRC1","female","black",0,0,0,0,0,0,0,1,0,1
"PIRC1_238440","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_239309","PIRC1","female","black",1,NA,1,1,1,1,1,1,1,1
"PIRC1_240350","PIRC1","male","black",1,0,0,1,0,0,1,0,1,0
"PIRC1_24250","PIRC1","female","white",0,1,0,0,0,0,0,1,0,1
"PIRC1_242519","PIRC1","female","black",1,0,0,0,0,0,1,1,1,1
"PIRC1_243020","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_243630","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_244450","PIRC1","male","black",0,1,0,0,0,0,0,1,0,1
"PIRC1_244850","PIRC1","female","white",1,NA,0,0,0,1,0,1,0,1
"PIRC1_245030","PIRC1","female","black",1,1,1,0,1,1,1,1,1,1
"PIRC1_245170","PIRC1","female","white",0,0,0,1,0,0,0,0,0,1
"PIRC1_245240","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_245330","PIRC1","male","black",1,0,0,0,0,0,0,0,1,1
"PIRC1_24630","PIRC1","female","black",0,0,0,0,0,0,0,0,0,0
"PIRC1_246419","PIRC1","female","black",1,0,0,0,0,0,0,0,1,0
"PIRC1_246920","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_247020","PIRC1","male","black",1,0,0,0,0,1,1,0,0,1
"PIRC1_247040","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_247219","PIRC1","male","white",1,1,1,0,1,1,1,1,1,0
"PIRC1_247319","PIRC1","female","black",0,0,0,0,0,0,0,1,0,1
"PIRC1_247330","PIRC1","female","white",0,NA,0,0,0,1,0,1,0,1
"PIRC1_24750","PIRC1","female","black",1,0,0,0,0,1,0,1,1,1
"PIRC1_247940","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_248030","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_248230","PIRC1","male","white",NA,0,NA,NA,NA,NA,NA,NA,NA,0
"PIRC1_248919","PIRC1","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_249920","PIRC1","female","black",1,0,1,1,1,1,1,1,1,1
"PIRC1_249960","PIRC1","female","white",1,0,0,1,0,1,0,1,1,1
"PIRC1_250120","PIRC1","male","black",1,0,0,0,0,0,0,0,0,1
"PIRC1_25050","PIRC1","female","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"PIRC1_250860","PIRC1","female","white",1,0,0,1,0,1,1,1,1,0
"PIRC1_251230","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_251630","PIRC1","female","black",1,0,0,0,0,0,0,0,0,1
"PIRC1_251830","PIRC1","male","black",0,0,0,1,0,0,1,0,0,1
"PIRC1_252320","PIRC1","male","white",0,NA,0,0,0,0,0,0,0,1
"PIRC1_253840","PIRC1","female","white",1,0,0,1,1,0,0,1,1,1
"PIRC1_254260","PIRC1","female","white",0,NA,0,0,0,0,0,0,0,1
"PIRC1_25430","PIRC1","male","black",1,0,0,1,1,1,1,1,1,1
"PIRC1_254450","PIRC1","female","black",1,0,0,1,0,0,1,1,0,1
"PIRC1_25450","PIRC1","female","white",0,0,1,0,0,0,0,1,0,1
"PIRC1_255120","PIRC1","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_255519","PIRC1","male","black",NA,1,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_256250","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_256750","PIRC1","male","black",0,0,0,1,1,0,0,0,0,1
"PIRC1_256930","PIRC1","female","black",1,1,1,1,1,1,0,1,0,1
"PIRC1_257830","PIRC1","female","black",NA,0,NA,NA,NA,NA,NA,NA,NA,0
"PIRC1_258930","PIRC1","female","black",0,0,0,0,0,1,1,1,1,1
"PIRC1_258940","PIRC1","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_260320","PIRC1","female","black",1,0,0,0,1,1,0,1,1,1
"PIRC1_26040","PIRC1","male","white",1,1,1,1,1,1,1,1,1,1
"PIRC1_260440","PIRC1","male","white",1,0,0,0,0,0,0,0,1,1
"PIRC1_260519","PIRC1","female","black",0,0,0,0,0,0,1,0,0,1
"PIRC1_260619","PIRC1","male","black",1,0,0,1,0,1,0,1,1,0
"PIRC1_260860","PIRC1","female","white",1,0,1,1,0,1,1,1,0,1
"PIRC1_261609","PIRC1","female","black",1,0,0,1,0,1,1,1,1,1
"PIRC1_261920","PIRC1","male","black",1,0,1,1,0,1,1,1,1,1
"PIRC1_261940","PIRC1","male","black",1,0,1,0,1,1,0,1,1,1
"PIRC1_262120","PIRC1","female","black",0,0,0,0,0,0,0,0,0,0
"PIRC1_262240","PIRC1","male","black",1,0,1,1,1,1,1,1,0,1
"PIRC1_26319","PIRC1","female","black",1,0,0,1,0,0,0,0,0,1
"PIRC1_263320","PIRC1","male","white",0,1,1,1,1,1,0,0,0,0
"PIRC1_263460","PIRC1","female","black",0,0,0,0,0,0,0,1,0,1
"PIRC1_265050","PIRC1","male","white",0,0,0,0,0,0,0,1,0,1
"PIRC1_266770","PIRC1","male","black",1,1,0,0,0,0,1,1,1,0
"PIRC1_266920","PIRC1","female","white",1,0,0,0,0,0,0,0,1,1
"PIRC1_267970","PIRC1","female","black",0,NA,0,0,0,0,0,0,0,1
"PIRC1_268340","PIRC1","male","white",1,1,0,0,0,1,0,1,1,1
"PIRC1_268450","PIRC1","female","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_269260","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_269830","PIRC1","female","black",1,1,0,1,1,1,0,0,1,1
"PIRC1_270319","PIRC1","male","black",NA,1,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_270920","PIRC1","female","black",1,NA,1,0,1,1,1,1,1,1
"PIRC1_271630","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_271730","PIRC1","male","black",1,NA,1,1,1,1,1,1,1,0
"PIRC1_272440","PIRC1","female","white",0,0,0,0,0,1,0,1,1,1
"PIRC1_272630","PIRC1","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_273020","PIRC1","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_273040","PIRC1","female","black",1,0,0,0,0,0,0,1,1,0
"PIRC1_274030","PIRC1","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_274450","PIRC1","female","black",1,0,0,0,0,1,0,1,1,1
"PIRC1_274570","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_274619","PIRC1","female","black",0,0,0,1,0,0,1,0,1,1
"PIRC1_274750","PIRC1","male","black",1,1,1,1,0,0,0,1,1,1
"PIRC1_274819","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_274930","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_275720","PIRC1","female","black",0,0,0,0,1,1,1,0,0,1
"PIRC1_275940","PIRC1","male","black",1,0,0,0,0,1,0,1,1,1
"PIRC1_276030","PIRC1","male","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_276350","PIRC1","male","black",1,0,1,1,1,1,0,1,1,0
"PIRC1_276630","PIRC1","female","white",1,NA,0,0,0,0,0,1,1,1
"PIRC1_278230","PIRC1","male","black",1,0,0,1,0,1,0,1,1,1
"PIRC1_278619","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_278920","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_280840","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_280920","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_280940","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_281350","PIRC1","female","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_281450","PIRC1","male","black",0,0,0,0,0,0,0,0,0,0
"PIRC1_282230","PIRC1","female","white",0,1,0,0,0,0,0,0,0,1
"PIRC1_28230","PIRC1","female","black",1,0,0,0,0,0,0,1,0,0
"PIRC1_283130","PIRC1","male","black",0,1,0,0,0,0,0,0,1,1
"PIRC1_283330","PIRC1","male","black",1,0,1,1,0,1,1,1,1,1
"PIRC1_283840","PIRC1","female","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_284020","PIRC1","female","black",0,0,0,0,0,0,0,0,1,1
"PIRC1_285550","PIRC1","male","black",NA,1,NA,NA,NA,NA,NA,NA,NA,0
"PIRC1_286930","PIRC1","male","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_287230","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_287509","PIRC1","male","black",1,1,0,1,1,0,1,1,0,0
"PIRC1_287630","PIRC1","female","black",NA,0,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_287750","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_288940","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_289030","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_289650","PIRC1","female","black",1,1,1,1,1,1,0,1,1,1
"PIRC1_289730","PIRC1","male","black",1,1,1,0,1,1,1,1,1,1
"PIRC1_29020","PIRC1","male","black",1,NA,1,0,1,0,0,1,1,0
"PIRC1_290650","PIRC1","male","white",1,0,1,0,0,1,0,1,1,0
"PIRC1_290830","PIRC1","female","black",1,0,0,0,1,0,0,0,0,1
"PIRC1_291150","PIRC1","male","white",1,0,0,0,0,0,0,0,0,1
"PIRC1_292330","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_292750","PIRC1","female","black",1,0,0,1,1,0,0,1,1,1
"PIRC1_292850","PIRC1","female","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"PIRC1_293130","PIRC1","female","black",1,0,0,1,0,1,0,0,1,0
"PIRC1_293440","PIRC1","male","white",1,0,0,1,0,1,1,1,1,1
"PIRC1_29350","PIRC1","male","black",1,0,0,0,0,0,0,1,0,1
"PIRC1_293840","PIRC1","male","black",1,0,1,1,1,1,1,1,1,1
"PIRC1_294340","PIRC1","female","white",NA,0,NA,NA,NA,NA,NA,NA,NA,0
"PIRC1_294819","PIRC1","female","black",0,0,1,0,1,0,0,0,1,1
"PIRC1_295350","PIRC1","male","white",1,1,0,1,0,0,0,1,1,1
"PIRC1_29550","PIRC1","female","black",1,1,1,0,0,0,0,0,0,0
"PIRC1_295830","PIRC1","female","black",1,0,0,1,0,0,1,1,1,1
"PIRC1_296270","PIRC1","female","white",1,0,0,0,0,1,1,1,1,1
"PIRC1_297120","PIRC1","female","black",1,0,0,0,0,0,0,0,0,1
"PIRC1_297940","PIRC1","male","white",1,1,1,1,1,1,1,1,1,1
"PIRC1_298050","PIRC1","female","black",0,0,0,0,0,0,0,0,1,1
"PIRC1_299340","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_29940","PIRC1","male","black",1,1,0,0,1,1,1,1,1,1
"PIRC1_299920","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_301619","PIRC1","male","black",1,1,1,1,0,0,1,1,1,1
"PIRC1_301830","PIRC1","female","black",0,0,0,0,0,0,1,0,1,1
"PIRC1_301940","PIRC1","male","white",1,NA,1,1,1,1,1,1,1,1
"PIRC1_302720","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_302930","PIRC1","female","black",0,0,0,0,0,0,0,0,0,0
"PIRC1_302940","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_303619","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_303840","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_30450","PIRC1","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_305940","PIRC1","female","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_305950","PIRC1","female","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_306140","PIRC1","male","white",NA,0,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_306250","PIRC1","male","white",1,0,0,0,0,0,0,1,0,0
"PIRC1_30640","PIRC1","male","white",1,NA,1,1,1,1,1,1,1,0
"PIRC1_307630","PIRC1","male","black",1,0,1,1,1,1,1,1,1,0
